iShares MSCI ACWI ex U.S. ETF
Fund Holdings as of,"Apr 17, 2025"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"104,000,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"042660","HANWHA OCEAN LTD","Industrials","Equity","1,113,147.33","0.02","1,113,147.33","20,276.00","54.90","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"PTTEP.R","PTT EXPLORATION AND PRODUCTION NON","Energy","Equity","1,112,305.28","0.02","1,112,305.28","357,899.00","3.11","Thailand","Stock Exchange Of Thailand","USD","33.30","THB","-"
"LUN","LUNDIN MINING CORP","Materials","Equity","1,111,712.72","0.02","1,111,712.72","146,086.00","7.61","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"EMSN","EMS-CHEMIE HOLDING AG","Materials","Equity","1,108,368.19","0.02","1,108,368.19","1,593.00","695.77","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"DSY","DISCOVERY LTD","Financials","Equity","1,106,980.34","0.02","1,106,980.34","107,154.00","10.33","South Africa","Johannesburg Stock Exchange","USD","18.81","ZAR","-"
"GAIL","GAIL INDIA LTD","Utilities","Equity","1,104,974.91","0.02","1,104,974.91","504,482.00","2.19","India","National Stock Exchange Of India","USD","85.37","INR","-"
"601899","ZIJIN MINING GROUP LTD A","Materials","Equity","1,101,795.19","0.02","1,101,795.19","451,600.00","2.44","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"DHER","DELIVERY HERO","Consumer Discretionary","Equity","1,098,247.59","0.02","1,098,247.59","40,999.00","26.79","Germany","Xetra","USD","0.88","EUR","-"
"7259","AISIN CORP","Consumer Discretionary","Equity","1,095,864.15","0.02","1,095,864.15","105,200.00","10.42","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"5876","SHANGHAI COMMERCIAL LTD","Financials","Equity","1,094,175.67","0.02","1,094,175.67","758,784.00","1.44","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"XP","XP CLASS A INC","Financials","Equity","1,094,324.40","0.02","1,094,324.40","78,390.00","13.96","Brazil","NASDAQ","USD","1.00","USD","-"
"VER","VERBUND AG","Utilities","Equity","1,092,904.17","0.02","1,092,904.17","14,425.00","75.76","Austria","Wiener Boerse Ag","USD","0.88","EUR","-"
"2413","M3 INC","Health Care","Equity","1,092,102.38","0.02","1,092,102.38","88,400.00","12.35","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"TPEIR","PIRAEUS FINANCIAL HOLDINGS SA","Financials","Equity","1,088,221.92","0.02","1,088,221.92","203,988.00","5.33","Greece","Athens Exchange S.A. Cash Market","USD","0.88","EUR","-"
"6415","SILERGY CORP","Information Technology","Equity","1,086,674.46","0.02","1,086,674.46","77,000.00","14.11","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"CRDA","CRODA INTERNATIONAL PLC","Materials","Equity","1,083,594.05","0.02","1,083,594.05","30,215.00","35.86","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"3064","MONOTARO LTD","Industrials","Equity","1,081,282.52","0.02","1,081,282.52","55,000.00","19.66","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"168","TSINGTAO BREWERY LTD H","Consumer Staples","Equity","1,079,225.65","0.02","1,079,225.65","140,000.00","7.71","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"9866","NIO CLASS A INC","Consumer Discretionary","Equity","1,078,683.24","0.02","1,078,683.24","306,208.00","3.52","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"QFIN","QIFU TECHNOLOGY ADR INC","Financials","Equity","1,077,670.99","0.02","1,077,670.99","30,503.00","35.33","China","NASDAQ","USD","1.00","USD","-"
"000858","WULIANGYE YIBIN LTD A","Consumer Staples","Equity","1,077,804.22","0.02","1,077,804.22","59,400.00","18.14","China","Shenzhen Stock Exchange","USD","7.30","CNY","-"
"2313","SHENZHOU INTERNATIONAL GROUP LTD","Consumer Discretionary","Equity","1,077,855.20","0.02","1,077,855.20","167,200.00","6.45","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"3659","NEXON LTD","Communication","Equity","1,074,068.70","0.02","1,074,068.70","70,900.00","15.15","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"1177","SINO BIOPHARMACEUTICAL LTD","Health Care","Equity","1,072,557.61","0.02","1,072,557.61","2,269,000.00","0.47","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"66","MTR CORPORATION CORP LTD","Industrials","Equity","1,070,438.18","0.02","1,070,438.18","321,500.00","3.33","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"6479","MINEBEA MITSUMI INC","Industrials","Equity","1,066,833.08","0.02","1,066,833.08","75,000.00","14.22","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"6618","JD HEALTH INTERNATIONAL INC","Consumer Staples","Equity","1,065,203.38","0.02","1,065,203.38","233,950.00","4.55","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"5201","AGC INC","Industrials","Equity","1,064,345.38","0.02","1,064,345.38","35,600.00","29.90","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"BOL","BOLLORE","Communication","Equity","1,061,383.08","0.02","1,061,383.08","175,112.00","6.06","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"2383","ELITE MATERIAL LTD","Information Technology","Equity","1,060,908.87","0.02","1,060,908.87","67,000.00","15.83","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"9CI","CAPITALAND INVESTMENT LTD","Real Estate","Equity","1,060,909.16","0.02","1,060,909.16","537,500.00","1.97","Singapore","Singapore Exchange","USD","1.31","SGD","-"
"PFBCOLOM","BANCOLOMBIA PREF SA","Financials","Equity","1,057,714.00","0.02","1,057,714.00","106,615.00","9.92","Colombia","Bolsa De Valores De Colombia","USD","4,312.12","COP","-"
"1339","THE PEOPLES INSURANCE CO (GROUP)","Financials","Equity","1,057,290.79","0.02","1,057,290.79","1,909,000.00","0.55","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"MEL","MERIDIAN ENERGY LTD","Utilities","Equity","1,054,293.87","0.02","1,054,293.87","312,338.00","3.38","New Zealand","New Zealand Exchange Ltd","USD","1.68","NZD","-"
"836","CHINA RESOURCES POWER LTD","Utilities","Equity","1,054,542.18","0.02","1,054,542.18","444,000.00","2.38","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"NVMI","NOVA LTD","Information Technology","Equity","1,050,558.86","0.02","1,050,558.86","5,987.00","175.47","Israel","Tel Aviv Stock Exchange","USD","3.69","ILS","-"
"6465","HOSHIZAKI CORP","Industrials","Equity","1,049,458.59","0.02","1,049,458.59","24,500.00","42.84","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"EMP.A","EMPIRE LTD CLASS A","Consumer Staples","Equity","1,046,543.60","0.02","1,046,543.60","29,529.00","35.44","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"2587","SUNTORY BEVERAGE & FOOD LTD","Consumer Staples","Equity","1,045,796.65","0.02","1,045,796.65","30,800.00","33.95","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"4938","PEGATRON CORP","Information Technology","Equity","1,045,332.68","0.02","1,045,332.68","432,000.00","2.42","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","1,044,900.39","0.02","1,044,900.39","1,449,956.00","72.06","Canada","-","USD","1.39","CAD","-"
"MYTIL","METLEN ENERGY & METALS SA","Industrials","Equity","1,040,541.31","0.02","1,040,541.31","22,197.00","46.88","Greece","Athens Exchange S.A. Cash Market","USD","0.88","EUR","-"
"2912","PRESIDENT CHAIN STORE CORP","Consumer Staples","Equity","1,038,679.13","0.02","1,038,679.13","133,000.00","7.81","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"000100","YUHAN CORP","Health Care","Equity","1,037,833.12","0.02","1,037,833.12","12,839.00","80.83","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"YAR","YARA INTERNATIONAL","Materials","Equity","1,035,693.61","0.02","1,035,693.61","34,894.00","29.68","Norway","Oslo Bors Asa","USD","10.50","NOK","-"
"TEMN","TEMENOS AG","Information Technology","Equity","1,034,644.92","0.02","1,034,644.92","13,434.00","77.02","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"1080","ARAB NATIONAL BANK","Financials","Equity","1,032,995.68","0.02","1,032,995.68","173,036.00","5.97","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"4716","ORACLE JAPAN CORP","Information Technology","Equity","1,030,990.72","0.02","1,030,990.72","8,900.00","115.84","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"INDU C","INDUSTRIVARDEN SERIES","Financials","Equity","1,030,139.09","0.02","1,030,139.09","31,163.00","33.06","Sweden","Nasdaq Omx Nordic","USD","9.64","SEK","-"
"1301","FORMOSA PLASTICS CORP","Materials","Equity","1,030,333.91","0.02","1,030,333.91","943,960.00","1.09","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"STERV","STORA ENSO CLASS R","Materials","Equity","1,029,663.22","0.02","1,029,663.22","120,089.00","8.57","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.88","EUR","-"
"SYENS","SYENSQO NV","Materials","Equity","1,027,826.84","0.02","1,027,826.84","15,437.00","66.58","Belgium","Nyse Euronext - Euronext Brussels","USD","0.88","EUR","-"
"RADL3","RAIA DROGASIL","Consumer Staples","Equity","1,027,890.16","0.02","1,027,890.16","291,113.00","3.53","Brazil","XBSP","USD","5.86","BRL","-"
"ASELS.E","ASELSAN ELEKTRONIK SANAYI VE TICAR","Industrials","Equity","1,024,984.73","0.02","1,024,984.73","303,559.00","3.38","Turkey","Istanbul Stock Exchange","USD","38.06","TRY","-"
"3092","ZOZO INC","Consumer Discretionary","Equity","1,025,265.08","0.02","1,025,265.08","101,400.00","10.11","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"3661","ALCHIP TECHNOLOGIES LTD","Information Technology","Equity","1,021,553.31","0.02","1,021,553.31","15,000.00","68.10","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"ALE","ALLEGRO SA","Consumer Discretionary","Equity","1,021,736.40","0.02","1,021,736.40","123,911.00","8.25","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.77","PLN","-"
"6823","HKT TRUST AND HKT UNITS LTD","Communication","Equity","1,020,894.14","0.02","1,020,894.14","738,000.00","1.38","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"ADP","AEROPORTS DE PARIS SA","Industrials","Equity","1,018,560.27","0.02","1,018,560.27","8,612.00","118.27","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"SRF","SRF LTD","Materials","Equity","1,018,164.27","0.02","1,018,164.27","29,067.00","35.03","India","National Stock Exchange Of India","USD","85.37","INR","-"
"GJF","GJENSIDIGE FORSIKRING","Financials","Equity","1,016,249.03","0.02","1,016,249.03","43,089.00","23.58","Norway","Oslo Bors Asa","USD","10.50","NOK","-"
"THYAO.E","TURK HAVA YOLLARI AO A","Industrials","Equity","1,014,205.42","0.02","1,014,205.42","119,311.00","8.50","Turkey","Istanbul Stock Exchange","USD","38.06","TRY","-"
"KOFUBL","COCA-COLA FEMSA CLASS UBL UNITS","Consumer Staples","Equity","1,012,246.77","0.02","1,012,246.77","106,200.00","9.53","Mexico","Bolsa Mexicana De Valores","USD","19.84","MXN","-"
"601288","AGRICULTURAL BANK OF CHINA LTD A","Financials","Equity","1,011,727.41","0.02","1,011,727.41","1,376,100.00","0.74","China","Shanghai Stock Exchange","USD","7.30","CNY","-"
"SAP","SAPUTO INC","Consumer Staples","Equity","1,010,636.86","0.02","1,010,636.86","53,568.00","18.87","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"CGPOWER","CG POWER AND INDUSTRIAL SOLUTIONS","Industrials","Equity","1,007,501.07","0.02","1,007,501.07","138,762.00","7.26","India","National Stock Exchange Of India","USD","85.37","INR","-"
"BALD B","FASTIGHETS BALDER CLASS B","Real Estate","Equity","1,006,044.75","0.02","1,006,044.75","144,985.00","6.94","Sweden","Nasdaq Omx Nordic","USD","9.64","SEK","-"
"PRIO3","PETRO RIO SA","Energy","Equity","1,005,588.25","0.02","1,005,588.25","170,499.00","5.90","Brazil","XBSP","USD","5.86","BRL","-"
"6645","OMRON CORP","Information Technology","Equity","1,005,656.03","0.02","1,005,656.03","34,200.00","29.41","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"CUMMINSIND","CUMMINS INDIA LTD","Industrials","Equity","1,005,927.80","0.02","1,005,927.80","29,703.00","33.87","India","National Stock Exchange Of India","USD","85.37","INR","-"
"9107","KAWASAKI KISEN LTD","Industrials","Equity","1,005,151.17","0.02","1,005,151.17","81,200.00","12.38","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"BBSE3","BB SEGURIDADE SA","Financials","Equity","1,003,757.07","0.02","1,003,757.07","144,372.00","6.95","Brazil","XBSP","USD","5.86","BRL","-"
"ADANIENT","ADANI ENTERPRISES LTD","Industrials","Equity","1,000,110.61","0.02","1,000,110.61","35,309.00","28.32","India","National Stock Exchange Of India","USD","85.37","INR","-"
"009150","SAMSUNG ELECTRO MECHANICS LTD","Information Technology","Equity","996,230.73","0.02","996,230.73","11,702.00","85.13","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"028300","HLB INC","Health Care","Equity","995,523.45","0.02","995,523.45","25,180.00","39.54","Korea (South)","Korea Exchange (Kosdaq)","USD","1,418.95","KRW","-"
"9435","HIKARI TSUSHIN INC","Industrials","Equity","994,796.79","0.02","994,796.79","3,600.00","276.33","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"VIPS","VIPSHOP HOLDINGS SPONSORED ADS REP","Consumer Discretionary","Equity","994,607.04","0.02","994,607.04","79,824.00","12.46","China","New York Stock Exchange Inc.","USD","1.00","USD","-"
"3888","KINGSOFT LTD","Communication","Equity","993,321.66","0.02","993,321.66","211,000.00","4.71","China","Hong Kong Exchanges And Clearing Ltd","USD","7.76","HKD","-"
"LODHA","MACROTECH DEVELOPERS LTD","Real Estate","Equity","989,372.29","0.02","989,372.29","68,331.00","14.48","India","National Stock Exchange Of India","USD","85.37","INR","-"
"GFINBURO","GRUPO FINANCIERO INBURSA SRIES O","Financials","Equity","988,154.53","0.02","988,154.53","410,500.00","2.41","Mexico","Bolsa Mexicana De Valores","USD","19.84","MXN","-"
"4091","NIPPON SANSO HOLDINGS CORP","Materials","Equity","986,708.62","0.02","986,708.62","30,700.00","32.14","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"5871","CHAILEASE HOLDING LTD","Financials","Equity","985,618.31","0.02","985,618.31","287,500.00","3.43","Taiwan","Taiwan Stock Exchange","USD","32.52","TWD","-"
"JINDALSTEL","JINDAL STEEL AND POWER LTD","Materials","Equity","981,061.50","0.02","981,061.50","94,992.00","10.33","India","National Stock Exchange Of India","USD","85.37","INR","-"
"SAGA B","SAGAX CLASS B","Real Estate","Equity","980,304.73","0.02","980,304.73","44,764.00","21.90","Sweden","Nasdaq Omx Nordic","USD","9.64","SEK","-"
"ALPHA","ALPHA SERVICES AND HOLDINGS SA","Financials","Equity","979,636.93","0.02","979,636.93","416,946.00","2.35","Greece","Athens Exchange S.A. Cash Market","USD","0.88","EUR","-"
"FUTU","FUTU HOLDINGS ADR LTD","Financials","Equity","976,509.00","0.02","976,509.00","12,260.00","79.65","Hong Kong","NASDAQ","USD","1.00","USD","-"
"267260","HD HYUNDAI ELECTRIC LTD","Industrials","Equity","973,202.02","0.02","973,202.02","4,249.00","229.04","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"HAVELLS","HAVELLS INDIA LTD","Industrials","Equity","970,879.08","0.02","970,879.08","50,586.00","19.19","India","National Stock Exchange Of India","USD","85.37","INR","-"
"AKBNK.E","AKBANK A","Financials","Equity","969,427.31","0.02","969,427.31","719,162.00","1.35","Turkey","Istanbul Stock Exchange","USD","38.06","TRY","-"
"UHR","THE SWATCH GROUP AG","Consumer Discretionary","Equity","967,731.45","0.02","967,731.45","5,926.00","163.30","Switzerland","SIX Swiss Exchange","USD","0.82","CHF","-"
"PMETAL","PRESS METAL ALUMINIUM HOLDINGS","Materials","Equity","967,187.75","0.02","967,187.75","888,100.00","1.09","Malaysia","Bursa Malaysia","USD","4.41","MYR","-"
"ENT","ENTAIN PLC","Consumer Discretionary","Equity","967,213.30","0.02","967,213.30","128,270.00","7.54","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"047810","KOREA AEROSPACE INDUSTRIES LTD","Industrials","Equity","966,062.23","0.02","966,062.23","16,717.00","57.79","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"GFC","GECINA SA","Real Estate","Equity","963,074.32","0.02","963,074.32","9,475.00","101.64","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"LHA","DEUTSCHE LUFTHANSA AG","Industrials","Equity","963,332.18","0.02","963,332.18","138,092.00","6.98","Germany","Xetra","USD","0.88","EUR","-"
"AMUN","AMUNDI SA","Financials","Equity","961,528.38","0.02","961,528.38","13,083.00","73.49","France","Nyse Euronext - Euronext Paris","USD","0.88","EUR","-"
"032830","SAMSUNG LIFE LTD","Financials","Equity","960,331.79","0.02","960,331.79","17,162.00","55.96","Korea (South)","Korea Exchange (Stock Market)","USD","1,418.95","KRW","-"
"TAL","TAL EDUCATION GROUP ADR REPTG","Consumer Discretionary","Equity","960,498.00","0.02","960,498.00","98,010.00","9.80","China","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMS","ANGLO AMERICAN PLATINUM LTD","Materials","Equity","960,530.48","0.02","960,530.48","23,641.00","40.63","South Africa","Johannesburg Stock Exchange","USD","18.81","ZAR","-"
"IOC","INDIAN OIL CORP LTD","Energy","Equity","956,945.46","0.02","956,945.46","608,307.00","1.57","India","National Stock Exchange Of India","USD","85.37","INR","-"
"ICL","ICL GROUP LTD","Materials","Equity","956,170.15","0.02","956,170.15","151,029.00","6.33","Israel","Tel Aviv Stock Exchange","USD","3.69","ILS","-"
"INW","INFRASTRUTTURE WIRELESS ITALIANE","Communication","Equity","953,978.61","0.02","953,978.61","83,546.00","11.42","Italy","Borsa Italiana","USD","0.88","EUR","-"
"PETGAS","PETRONAS GAS","Utilities","Equity","953,389.45","0.02","953,389.45","255,600.00","3.73","Malaysia","Bursa Malaysia","USD","4.41","MYR","-"
"KGH","KGHM POLSKA MIEDZ SA","Materials","Equity","951,994.02","0.02","951,994.02","31,455.00","30.27","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.77","PLN","-"
"H78","HONGKONG LAND HOLDINGS LTD","Real Estate","Equity","947,600.00","0.02","947,600.00","230,000.00","4.12","Hong Kong","Singapore Exchange","USD","1.00","USD","-"
"AC*","ARCA CONTINENTAL","Consumer Staples","Equity","946,667.07","0.02","946,667.07","88,400.00","10.71","Mexico","Bolsa Mexicana De Valores","USD","19.84","MXN","-"
"CENCOSUD","CENCOSUD SA","Consumer Staples","Equity","946,291.68","0.02","946,291.68","304,959.00","3.10","Chile","Santiago Stock Exchange","USD","970.03","CLP","-"
"TWE","TREASURY WINE ESTATES LTD","Consumer Staples","Equity","943,614.29","0.02","943,614.29","171,334.00","5.51","Australia","Asx - All Markets","USD","1.57","AUD","-"
"3038","KOBE BUSSAN LTD","Consumer Staples","Equity","942,539.73","0.02","942,539.73","32,000.00","29.45","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"6841","YOKOGAWA ELECTRIC CORP","Information Technology","Equity","942,622.35","0.02","942,622.35","45,100.00","20.90","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"8331","CHIBA BANK LTD","Financials","Equity","942,067.22","0.02","942,067.22","112,400.00","8.38","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
"F34","WILMAR INTERNATIONAL LTD","Consumer Staples","Equity","932,510.29","0.02","932,510.29","396,000.00","2.35","Singapore","Singapore Exchange","USD","1.31","SGD","-"
"5713","SUMITOMO METAL MINING LTD","Materials","Equity","931,514.55","0.02","931,514.55","45,000.00","20.70","Japan","Tokyo Stock Exchange","USD","142.22","JPY","-"
